Year,Month,Day,j_day,hour,H,u,w,VPTG,Zic,Zim,L,z0,Bowen,r,Ws,Wd,Zref,temp,Ztemp,ipcode,pamt,rh,pres,ccvr,WSADJ,Subflag
19,11,2,306,11,52,0.25,1.365699872,-9,735.0238037,178.7085266,-11.2718612,0.2183,0.641975309,0.895833333,3.439767838,310.5307114,10,275.1660156,2,11,0,63.70000076,10032,9,ADJ,NoSubs
19,11,2,306,10,22,0.219999999,0.7497461,-9,695.8952026,178.7507477,-43.95509683,0.2183,0.379310345,1,3.06489253,300.3491542,10,274.5115662,2,11,0,66,10028,9,ADJ,NoSubs
19,11,2,306,9,-1,0.049999997,0.876705161,-9,701.5645752,178.7999268,0.325354566,0.2183,0.166666667,0.89613181,1.25155282,300.7638209,10,273.6028442,2,11,0,74,10024,6,ADJ,NoSubs
19,11,2,306,8,-5,0.109999999,0.47529405,-9,777.8250122,178.7662048,24.105316,0.2183,0.357142857,1,2.065516949,294.0536175,10,273.7168579,2,11,0,71.70000458,10017,7,ADJ,NoSubs
19,11,2,306,7,-3,0.059999999,0.40049806,-9,774.6887207,178.8045349,6.512079772,0.2183,0.75,1,1.688779593,279.7869107,10,273.3908691,2,11,0,74.09999847,10009,6,ADJ,NoSubs
19,11,2,306,6,-9,0.109999999,0.578858917,-9,780.4579468,178.8587036,13.38903818,0.2183,0.818181818,1,2.253894567,282.4776718,10,273.6595459,2,11,0,71.20000458,10000,3,ADJ,NoSubs
19,11,2,306,5,-13,0.140000001,0.666571977,-9,825.2017822,178.8612976,19.11362777,0.2183,0.866666667,1,2.625867605,265.3182374,10,273.715332,2,11,0,70.80000305,9991,3,ADJ,NoSubs
19,11,2,306,4,-13,0.129999995,0.685956795,-9,899.8788452,178.9302368,15.31312305,0.2183,0.866666667,1,2.626063585,262.7648798,10,273.8885498,2,11,0,69.80000305,9985,0,ADJ,NoSubs
19,11,2,306,3,-25,0.199999988,0.864455094,-9,938.4872437,178.9571381,29.05567559,0.2183,0.961538462,1,3.376230001,268.3176236,10,274.4592285,2,11,0,65.80000305,9975,0,ADJ,NoSubs
19,11,2,306,2,-47,0.310000002,1.082183016,-9,981.2047119,179.0091248,57.66105502,0.2183,1.02173913,1,4.877680302,262.0651196,10,274.9743042,2,11,0,62.40000153,9966,0,ADJ,NoSubs
19,11,2,306,1,-72,0.459999979,1.215943478,-9,1023.668945,178.6164551,138.5583836,0.2183,0.947368421,1,6.877599716,260.809481,10,275.3823547,2,11,0,58.29999924,9956,0,ADJ,NoSubs
19,11,1,305,24,-87,0.50999999,1.236460722,-9,1078.172485,178.683197,189.1462703,0.2183,0.988636364,1,7.751418114,251.7163032,10,275.8442993,2,11,0,56.90000153,9948,0,ADJ,NoSubs
19,11,1,305,23,-89,0.560000002,1.272452082,-9,1176.49292,178.8457031,250.708526,0.2183,0.927083333,1,8.376374245,248.5869485,10,276.1733398,2,11,0,57.29999924,9934,0,ADJ,NoSubs
19,11,1,305,22,-94,0.579999983,1.295575195,-9,1243.30896,179.0275421,278.8785694,0.2183,0.949494949,1,8.688820839,241.4110214,10,276.5081482,2,11,0,58.20000076,9917,0,ADJ,NoSubs
19,11,1,305,21,-86,0.5,1.344502436,-9,1390.212891,179.015625,178.7502065,0.219799995,0.886597938,1,7.56552887,240.9540233,10,276.638916,2,11,0,57.60000229,9905,0,ADJ,NoSubs
19,11,1,305,20,-104,0.550000012,1.393303317,-9,1548.773193,178.9590912,238.1655352,0.219799995,0.912280702,1,8.314714432,239.6426949,10,276.9284363,2,11,0,56.90000153,9886,0,ADJ,NoSubs
19,11,1,305,19,-125,0.699999988,1.437608958,-9,1702.22998,178.8869934,491.2810703,0.219799995,0.801282051,1,10.37951088,229.8630486,10,277.0847778,2,11,0,54.20000076,9863,1,ADJ,NoSubs
19,11,1,305,18,-96,0.659999967,1.38769335,-9,1532.375488,178.8126526,412.1510629,0.219799995,0.615384615,1,9.751091957,229.8859811,10,277.3329163,2,11,0,55.90000153,9846,1,ADJ,NoSubs
19,11,1,305,17,-70,0.75999999,1.462104505,-9,1800.779785,179.213623,632.2751749,0.219799995,0.307017544,1,11.19129086,229.3608038,10,278.6391296,2,11,0,53.79999924,9827,0,ADJ,NoSubs
19,11,1,305,16,-30,0.699999988,1.962655708,-9,1900.348999,179.1433105,-215.543588,0.219799995,0.117647059,0.895476158,10.25474834,229.6469907,10,280.0900269,2,11,0,56.60000229,9802,0,ADJ,NoSubs
19,11,1,305,15,-54,0.709999979,1.332042699,-9,1736.774658,179.5459442,-657.5125539,0.219799995,0.204545455,0.895188931,10.37755585,221.6869891,10,281.5361938,2,11,0,57.29999924,9787,6,ADJ,NoSubs
19,11,1,305,14,29,0.680000007,2,-9,1165.043457,179.3884888,-102.4676102,0.219799995,0.090342679,0.895257291,9.939347267,224.7736595,10,282.4647217,2,11,0,61.5,9770,0,ADJ,NoSubs
19,11,1,305,13,36,0.569999993,2,-9,1156.507446,179.2342834,-55.05336467,0.219799995,0.138461538,0.895300119,8.380224228,234.7942372,10,282.5268555,2,11,0,67.70000458,9762,3,ADJ,NoSubs
19,11,1,305,12,20,0.479999989,1.99602855,-9,990.8828125,179.5271149,-34.44972349,0.219799995,0.118343195,0.895358119,7.130362988,235.2521113,10,282.6668701,2,11,0.002,76.80000305,9757,1,ADJ,NoSubs
19,11,1,305,11,50,0.5,0.77735263,-9,352.5146484,3136.564453,-234.5162678,0.219799995,0.431034483,1,7.188300133,237.405372,10,283.5500488,2,11,0.028000001,91.40000153,9731,10,ADJ,NoSubs
19,11,1,305,10,-1,0.479999989,0.128458971,-9,80.20994568,3187.070068,8888,0.219799995,0.007692308,1,7.127533436,234.9758262,10,285.9378662,2,11,0.998000026,84.09999847,9725,7,ADJ,NoSubs
19,11,1,305,9,-20,0.359999985,0.413635551,-9,135.8075256,3203.577637,223.8297014,0.219799995,0.194174757,1,5.565173149,176.332894,10,290.026062,2,11,2.146000147,81.40000153,9714,6,ADJ,NoSubs
19,11,1,305,8,-87,0.769999981,0.906969858,-9,450.335022,6184.626465,688.9208237,0.219799995,1.242857143,1,11.31679058,158.1763347,10,291.9267578,2,11,0.108000003,84.70000458,9692,8,ADJ,NoSubs
19,11,1,305,7,-80,0.699999988,0.921020595,-9,471.4030151,1369.678711,517.3904857,0.219799995,1.6,1,10.37668896,155.5037449,10,291.8106079,2,11,0,85.90000153,9707,10,ADJ,NoSubs
19,11,1,305,6,-77,0.689999998,0.910496594,-9,454.8050537,5597.220215,494.8545656,0.219799995,1.1,1,10.2542963,163.2133264,10,291.4117432,2,11,0.008,84.90000153,9726,10,ADJ,NoSubs
19,11,1,305,5,-60,0.579999983,0.844211565,-9,386.2677612,7355.223633,313.1544033,0.219799995,1,1,8.626214027,162.8231747,10,291.086853,2,11,0.01,85.90000153,9740,10,ADJ,NoSubs
19,11,1,305,4,-44,0.50999999,0.748276546,-9,366.6786804,6799.741699,290.2349936,0.219799995,1.1,1,7.565433502,164.0240672,10,290.9971313,2,11,0.075000003,88.20000458,9753,10,ADJ,NoSubs
19,11,1,305,3,-52,0.579999983,0.831749226,-9,426.8753052,6812.756348,361.8659897,0.219799995,1.3,1,8.625494957,164.9146284,10,291.5170288,2,11,0.019000001,88.70000458,9767,9,ADJ,NoSubs
19,11,1,305,2,-77,0.629999995,0.838892468,-9,356.3913574,7920.341309,377.3722188,0.219799995,1.925,1,9.377463341,172.7691746,10,291.9611206,2,11,0.059999999,86.59999847,9773,10,ADJ,NoSubs
19,11,1,305,1,-69,0.669999957,0.880425693,-9,411.4773254,7386.41748,453.3484326,0.219799995,1.725,1,9.939220428,172.0770341,10,291.5979919,2,11,0.672000051,87.90000153,9783,10,ADJ,NoSubs
19,10,31,304,24,-36,0.539999962,0.659599501,-9,306.9874268,8443.014648,421.1151143,0.219799995,3.6,1,8.003507614,173.6096841,10,291.0173645,2,11,2.832000017,93.40000153,9788,10,ADJ,NoSubs
19,10,31,304,23,-6,0.179999992,0.300904979,-9,173.3703461,6825.130371,92.77781931,0.219799995,1.428571429,1,2.564895153,131.3602181,10,288.5191956,2,11,2.704000235,96,9794,10,ADJ,NoSubs
19,10,31,304,22,-28,0.299999982,0.520079448,-9,191.8366241,7391.808594,92.05049792,0.219799995,2,1,4.690399647,138.8334879,10,288.5474548,2,11,5.644000053,93.20000458,9824,10,ADJ,NoSubs
19,10,31,304,21,-17,0.280000001,0.479690836,-9,247.3302307,4975.772949,122.9722292,0.221299991,1.7,1,4.255087376,131.0205138,10,287.8582153,2,11,2.510000229,95,9839,10,ADJ,NoSubs
19,10,31,304,20,-12,0.170000002,0.394588856,-9,194.9805603,1366.236572,38.98016328,0.221299991,1.428571429,1,2.813331842,132.7300482,10,287.7894592,2,11,0.07,92.80000305,9849,10,ADJ,NoSubs
19,10,31,304,19,-15,0.170000002,0.456701841,-9,241.7288055,179.6828613,31.16857209,0.221299991,1.5,1,2.943520546,149.1826423,10,287.645874,2,11,0.199000016,93.20000458,9859,10,ADJ,NoSubs
19,10,31,304,18,-13,0.189999998,0.419697564,-9,216.5711975,180.0924377,50.23335077,0.221299991,1.428571429,1,3.065315485,161.7149911,10,287.7872009,2,11,1.004000068,91.90000153,9871,10,ADJ,NoSubs
19,10,31,304,17,-20,0.25999999,0.580402549,-9,373.219574,1360.017944,83.87576308,0.221299991,0.666666667,1,3.944139719,162.6327288,10,288.498291,2,11,0.086000003,88,9873,10,ADJ,NoSubs
19,10,31,304,16,-10,0.340000004,0.486828967,-9,441.5940552,1359.435181,376.0717891,0.221299991,0.142857143,1,5.065620899,174.5541917,10,289.2216187,2,11,0,85,9874,10,ADJ,NoSubs
19,10,31,304,15,-9,0.370000005,0.445942001,-9,376.7645569,179.905014,537.9973099,0.221299991,0.128571429,1,5.564492226,171.9974507,10,288.9443359,2,11,0,85.59999847,9887,9,ADJ,NoSubs
19,10,31,304,14,-12,0.280000001,0.492913407,-9,379.5526733,1644.310913,173.9299089,0.221299991,0.52173913,1,4.252255917,152.9826911,10,287.3943176,2,11,0,90.5,9901,9,ADJ,NoSubs
19,10,31,304,13,5,0.329999983,0.342443343,-9,305.4156799,179.6754456,-683.2929,0.221299991,0.094339623,1,4.817678928,154.5075398,10,287.3637085,2,11,0,89.5,9917,9,ADJ,NoSubs
19,10,31,304,12,10,0.370000005,0.419267108,-9,279.588623,180.02771,-480.3881799,0.221299991,0.185185185,1,5.313603878,147.8002818,10,286.6710815,2,11,0,91,9928,9,ADJ,NoSubs
19,10,31,304,11,11,0.399999976,0.401440309,-9,222.1382446,179.5076904,-549.3894373,0.221299991,0.22,1,5.813748837,145.9472462,10,285.423584,2,11,0,91.90000153,9935,9,ADJ,NoSubs
19,10,31,304,10,-9,0.370000005,0.379401763,-9,228.4925842,3718.510498,529.8089288,0.221299991,0.45,1,5.442071438,138.4947198,10,284.5465698,2,11,0.002,92.30000305,9945,9,ADJ,NoSubs
19,10,31,304,9,-18,0.340000004,0.451180818,-9,191.7600555,4307.024902,205.1554406,0.221299991,1.428571429,1,5.005043507,134.4961165,10,283.9981689,2,11,0.198000014,94,9955,9,ADJ,NoSubs
19,10,31,304,8,-13,0.219999999,0.403346308,-9,189.2905579,4936.534668,76.78965879,0.221299991,1.428571429,1,3.440178633,138.100816,10,283.383667,2,11,0.299999982,94.30000305,9962,10,ADJ,NoSubs
19,10,31,304,7,-2,0.07,0.200204997,-9,150.2426453,4303.068848,16.05471548,0.221299991,2,1,1.50330472,136.4680144,10,282.9666443,2,11,0.51000005,95.90000153,9973,10,ADJ,NoSubs
19,10,31,304,6,-2,0.089999996,0.177785562,-9,105.0732346,4932.146973,34.07768745,0.221299991,2,1,1.568865418,114.7376457,10,282.5982056,2,11,1.942000151,96.20000458,9984,9,ADJ,NoSubs
19,10,31,304,5,-3,0.089999996,0.226962266,-9,145.6954803,179.645752,22.71185388,0.221299991,3,1,1.628609776,130.855178,10,282.5160522,2,11,0.02,95.40000153,9995,10,ADJ,NoSubs
19,10,31,304,4,-2,0.07,0.207764992,-9,167.5783997,179.6811829,16.02267618,0.221299991,1,1,1.313453436,130.7726652,10,282.401947,2,11,0.002,94.40000153,10008,10,ADJ,NoSubs
19,10,31,304,3,0,0.01,0.140568268,-9,207.4824677,179.2545471,-0.186749523,0.221299991,1.428571429,1,0.504133105,122.2850757,10,282.2450256,2,11,0,95,10019,9,ADJ,NoSubs
19,10,31,304,2,-4,0.129999995,0.272156752,-9,188.3273468,179.4387207,51.31284162,0.221299991,1,1,2.128432274,131.99935,10,282.3922729,2,11,0.002,93.70000458,10020,10,ADJ,NoSubs
19,10,31,304,1,-3,0.149999991,0.251311952,-9,197.8665924,179.486145,105.1832899,0.221299991,0.6,1,2.318813562,150.0753863,10,282.6123047,2,11,0.004,94.20000458,10027,9,ADJ,NoSubs
19,10,30,303,24,-3,0.129999995,0.239791118,-9,171.9859009,179.5478058,68.51151757,0.221299991,0.6,1,2.065689325,152.4883583,10,282.7818909,2,11,0.002,94.20000458,10032,10,ADJ,NoSubs
19,10,30,303,23,-4,0.129999995,0.237047032,-9,124.6899261,179.5768127,51.41594497,0.221299991,0.666666667,1,2.18907547,138.581601,10,282.9596863,2,11,0.008,92.80000305,10033,10,ADJ,NoSubs
19,10,30,303,22,-4,0.140000001,0.244536403,-9,136.5248108,1630.153076,64.04793715,0.221299991,1.333333333,1,2.002345085,137.0339768,10,282.213501,2,11,0,95.5,10036,9,ADJ,NoSubs
19,10,30,303,21,-10,0.089999996,0.228905829,-9,44.73538971,179.6584778,6.797483287,0.2227,1.428571429,1,2.190591335,134.9808736,10,281.8496094,2,11,0,93,10036,5,ADJ,NoSubs
19,10,30,303,20,-9,0.109999999,0.236537562,-9,54.98325348,179.6213531,13.82445893,0.2227,1.428571429,1,2.315001488,131.7263916,10,282.5591431,2,11,0,91.20000458,10036,0,ADJ,NoSubs
19,10,30,303,19,-10,0.140000001,0.290207692,-9,91.86276245,179.5632019,25.78320279,0.2227,1,1,2.257277012,125.8894216,10,284.0203857,2,11,0,89.5,10037,3,ADJ,NoSubs
19,10,30,303,18,-10,0.099999994,0.433266959,-9,306.8365479,179.5693054,9.431489918,0.2227,1,1,2.316340923,146.9252635,10,285.0868225,2,11,0,85.09999847,10037,9,ADJ,NoSubs
19,10,30,303,17,0,0.149999991,1.1662339,-9,507.561676,1101.47937,-2.699886745,0.2227,0,0.894448333,2.375179052,173.5436625,10,286.2834473,2,11,0,81.40000153,10037,2,ADJ,NoSubs
19,10,30,303,16,0,0.159999996,1.288983787,-9,294.0801392,179.9035034,-1.406122828,0.2227,0,0.89463712,2.378542423,151.1839571,10,285.8544006,2,11,0,84.09999847,10037,4,ADJ,NoSubs
19,10,30,303,15,0,0.119999997,0.137951945,-9,198.1478424,179.8420105,-326.0540384,0.2227,0,1,1.755217075,185.9835007,10,285.1757813,2,11,0.024,84.20000458,10042,9,ADJ,NoSubs
19,10,30,303,14,10,0.170000002,0.347505137,-9,158.0499115,179.7724762,-46.25911882,0.2227,0.23255814,1,2.379635572,181.0498267,10,284.6081543,2,11,0.009000001,84.70000458,10041,10,ADJ,NoSubs
19,10,30,303,13,22,0.179999992,0.414773266,-9,121.6784134,2316.229004,-24.86215321,0.2227,0.458333333,1,2.440737247,174.6957313,10,283.4919434,2,11,0.002,88,10046,9,ADJ,NoSubs
19,10,30,303,12,10,0.179999992,0.287078207,-9,88.30121613,2315.705811,-54.4156067,0.2227,0.416666667,1,2.628687143,167.2367751,10,282.0348511,2,11,0.006,92.09999847,10051,6,ADJ,NoSubs
19,10,30,303,11,11,0.179999992,0.294987199,-9,86.91815948,2315.262939,-49.36947171,0.2227,0.5,1,2.43967247,178.6847476,10,281.4689331,2,11,0.088000007,92.30000305,10051,10,ADJ,NoSubs
19,10,30,303,10,11,0.170000002,0.34963112,-9,144.6106873,1952.30603,-41.55821938,0.2227,0.47826087,1,2.37684536,171.6438479,10,281.2545776,2,11,0.094000004,91.80000305,10050,9,ADJ,NoSubs
19,10,30,303,9,1,0.159999996,0.517686834,-9,137.0734863,179.3611603,-10.11700646,0.2227,0.1,0.894904459,2.313084126,163.2611416,10,280.7229004,2,11,0.02,92.80000305,10049,7,ADJ,NoSubs
19,10,30,303,8,-1,0.140000001,0.139191271,-9,100.159256,1343.418579,254.7881418,0.2227,0.1,1,2.126371622,152.6237048,10,280.6673279,2,11,0.022000002,92.40000153,10046,9,ADJ,NoSubs
19,10,30,303,7,-1,0.159999996,0.160487058,-9,153.6045074,179.4945679,380.5255668,0.2227,0.1,1,2.379862547,151.7828168,10,280.8152466,2,11,0.014,92,10044,9,ADJ,NoSubs
19,10,30,303,6,-2,0.089999996,0.175437357,-9,100.4170837,179.5404053,33.89290971,0.2227,0.4,1,1.625864387,156.494818,10,281.0658875,2,11,0.079999998,91.59999847,10043,9,ADJ,NoSubs
19,10,30,303,5,-3,0.109999999,0.20721737,-9,110.3363571,179.5953979,41.26275566,0.2227,0.428571429,1,1.750973701,147.255115,10,281.124176,2,11,0.024,90.90000153,10041,9,ADJ,NoSubs
19,10,30,303,4,-5,0.119999997,0.238676718,-9,101.2003021,179.1156311,32.15402578,0.2227,0.714285714,1,2.066384792,152.0239905,10,281.2279053,2,11,0.004,90.80000305,10042,9,ADJ,NoSubs
19,10,30,303,3,-6,0.140000001,0.302223818,-9,171.2011719,1622.63501,42.54463388,0.2227,1,1,2.315031052,149.166914,10,281.1957092,2,11,0.029999999,91.59999847,10048,9,ADJ,NoSubs
19,10,30,303,2,-3,0.089999996,0.24675902,-9,186.2249146,179.1804199,22.58843565,0.2227,1,1,1.62793231,140.211552,10,280.980835,2,11,0.079999998,93.09999847,10052,9,ADJ,NoSubs
19,10,30,303,1,-4,0.099999994,0.278629501,-9,201.1126251,179.2375793,23.24330996,0.2227,1,1,1.875445485,156.4703691,10,281.0313721,2,11,0.140000001,91.70000458,10051,10,ADJ,NoSubs
19,10,29,302,24,-10,0.159999996,0.400864608,-9,239.6496887,179.3330078,38.09637494,0.2227,1.111111111,1,2.689637899,150.6707424,10,281.1386108,2,11,0.066,89,10050,9,ADJ,NoSubs
19,10,29,302,23,-12,0.179999992,0.420436188,-9,230.3229675,179.3627319,45.18501643,0.2227,1.2,1,3.00059104,143.3154092,10,281.0314941,2,11,0.018000001,90.20000458,10051,8,ADJ,NoSubs
19,10,29,302,22,-15,0.170000002,0.47270642,-9,261.7867126,179.454834,30.44106798,0.2227,1.428571429,1,3.00638175,141.701537,10,280.9319458,2,11,0.01,90.59999847,10055,5,ADJ,NoSubs
19,10,29,302,21,-12,0.159999996,0.410461976,-9,214.3240051,179.3942413,31.73598251,0.224199995,1.2,1,2.817199469,149.1190649,10,281.0412292,2,11,0,88.70000458,10057,5,ADJ,NoSubs
19,10,29,302,20,-14,0.189999998,0.463554768,-9,264.9264221,179.3339386,45.60609745,0.224199995,1.4,1,3.188971043,152.2388721,10,281.3759155,2,11,0,86.40000153,10057,4,ADJ,NoSubs
19,10,29,302,19,-15,0.170000002,0.549037517,-9,411.0955505,179.2729034,30.50868557,0.224199995,1.5,1,2.938681602,162.7487538,10,281.5559692,2,11,0,85.30000305,10059,1,ADJ,NoSubs
19,10,29,302,18,-20,0.239999995,0.685432582,-9,601.2041016,179.6764679,64.52104686,0.224199995,0.666666667,1,3.815906048,162.7235173,10,282.1593628,2,11,0.01,81,10055,6,ADJ,NoSubs
19,10,29,302,17,-6,0.289999992,0.454582868,-9,585.3360596,179.5716095,379.9269063,0.224199995,0.12,1,4.255778313,163.4971052,10,282.5231934,2,11,0.01,80.70000458,10055,9,ADJ,NoSubs
19,10,29,302,16,15,0.329999983,0.620593114,-9,596.4822388,179.5167389,-224.2117771,0.224199995,0.2,1,4.754441738,158.5762075,10,282.8815918,2,11,0,81.70000458,10057,9,ADJ,NoSubs
19,10,29,302,15,31,0.329999983,0.808932175,-9,639.4006348,179.4108734,-108.5221768,0.224199995,0.333333333,1,4.690170288,157.01226,10,282.9666138,2,11,0,80.70000458,10066,10,ADJ,NoSubs
19,10,29,302,14,24,0.329999983,0.758320395,-9,680.0368042,179.2763519,-140.1057536,0.224199995,0.303797468,1,4.756615639,165.8936275,10,282.8278809,2,11,0.01,82.70000458,10069,10,ADJ,NoSubs
19,10,29,302,13,18,0.319999993,0.635518242,-9,533.12677,179.2167358,-170.151719,0.224199995,0.264705882,1,4.627260208,166.3782728,10,282.524231,2,11,0.016000001,83.70000458,10074,10,ADJ,NoSubs
19,10,29,302,12,7,0.299999982,0.42822859,-9,418.8545532,179.6362305,-360.0310513,0.224199995,0.137254902,1,4.378713131,168.9489585,10,282.144165,2,11,0.02,85.09999847,10080,10,ADJ,NoSubs
19,10,29,302,11,6,0.25,0.382309043,-9,346.7232971,179.1171265,-242.3814317,0.224199995,0.1875,1,3.566414833,166.4961606,10,281.3373108,2,11,0.039999999,88.90000153,10082,10,ADJ,NoSubs
19,10,29,302,10,0,0.199999988,0.145876593,-9,230.6357269,179.1596222,-1485.934494,0.224199995,0,1,3.002146959,155.3941618,10,280.7220459,2,11,0,91.20000458,10083,9,ADJ,NoSubs
19,10,29,302,9,-2,0.089999996,0.534926663,-9,154.37854,179.1369629,-1.838110746,0.224199995,2,0.894845973,1.504618049,139.1354799,10,279.6074219,2,11,0,95.70000458,10080,0,ADJ,NoSubs
19,10,29,302,8,-3,0.07,0.243007343,-9,176.6983795,179.1637573,10.55865282,0.224199995,3,1,1.563482404,129.8934735,10,279.146637,2,11,0.004,96,10080,5,ADJ,NoSubs
19,10,29,302,7,-3,0.059999999,0.244241678,-9,179.1908875,179.2029114,6.641257566,0.224199995,3,1,1.627815485,126.0828001,10,278.8140259,2,11,0.004,95.30000305,10079,5,ADJ,NoSubs
19,10,29,302,6,-3,0.059999999,0.185299156,-9,78.18399811,179.2695618,6.63576933,0.224199995,3,1,1.626107097,127.6758049,10,278.5836182,2,11,0,94.70000458,10079,4,ADJ,NoSubs
19,10,29,302,5,-3,0.059999999,0.170623028,-9,60.99768066,179.3302002,6.631230451,0.224199995,3,1,1.501911879,122.8025372,10,278.3930664,2,11,0,95.20000458,10079,3,ADJ,NoSubs
19,10,29,302,4,-2,0.049999997,0.153580129,-9,66.6204834,179.3514862,5.747151448,0.224199995,2,1,1.627511024,121.8862453,10,277.9517822,2,11,0,93.5,10077,3,ADJ,NoSubs
19,10,29,302,3,-4,0.059999999,0.227744886,-9,108.7121735,178.9326782,4.969652311,0.224199995,2,1,1.813503861,115.0650063,10,278.1820068,2,11,0,92.59999847,10077,2,ADJ,NoSubs
19,10,29,302,2,-1,0.029999999,0.153714659,-9,133.8821869,178.9926758,2.488173616,0.224199995,1.428571429,1,1.250230789,131.1071066,10,278.5567627,2,11,0,93,10075,0,ADJ,NoSubs
19,10,29,302,1,-2,0.059999999,0.190032368,-9,126.58992,179.0649414,9.961164518,0.224199995,1.428571429,1,1.37823987,127.8876143,10,278.7938232,2,11,0,94.59999847,10075,4,ADJ,NoSubs
19,10,28,301,24,-2,0.059999999,0.187630778,-9,121.8167877,179.1304779,9.958378603,0.224199995,1.428571429,1,1.440053582,125.6549268,10,278.7158508,2,11,0.02,94.40000153,10074,8,ADJ,NoSubs
19,10,28,301,23,-5,0.099999994,0.237172704,-9,98.33356476,179.2208252,18.42670152,0.224199995,5,1,2.003757238,133.5167941,10,278.493103,2,11,0.02,93.09999847,10072,8,ADJ,NoSubs
19,10,28,301,22,-9,0.129999995,0.310135388,-9,122.2121201,179.2957611,22.5024768,0.224199995,4.5,1,2.376902819,134.2344162,10,278.6375122,2,11,0,92.40000153,10071,5,ADJ,NoSubs
19,10,28,301,21,-4,0.07,0.247403468,-9,139.5622253,179.2524567,7.902866938,0.225699991,4,1,1.627317667,137.8105388,10,278.5783081,2,11,0,92.5,10069,4,ADJ,NoSubs
19,10,28,301,20,-2,0.049999997,0.191414679,-9,128.945343,179.2220764,5.74552724,0.225699991,1.428571429,1,1.689728141,135.1981421,10,277.87323,2,11,0,91.30000305,10065,4,ADJ,NoSubs
19,10,28,301,19,-6,0.079999998,0.345697164,-9,253.8437195,179.1647797,7.864822271,0.225699991,6,1,2.131727695,130.5365739,10,278.5909424,2,11,0,89.30000305,10060,4,ADJ,NoSubs
19,10,28,301,18,-7,0.140000001,0.641558178,-9,315.0028076,179.1264954,8.183336507,0.225699991,0.5,0.890202704,2.37737608,143.3148726,10,279.8214111,2,11,0,85.80000305,10055,2,ADJ,NoSubs
19,10,28,301,17,0,0.229999989,0.170002527,-9,364.4228821,179.0961456,-2256.123999,0.225699991,0,1,3.37767458,153.4195192,10,280.2504272,2,11,0,84.30000305,10053,9,ADJ,NoSubs
19,10,28,301,16,20,0.25999999,0.602850552,-9,406.4125366,179.0412903,-81.5076011,0.225699991,0.377358491,1,3.690143585,156.370343,10,280.3527832,2,11,0,83.70000458,10049,9,ADJ,NoSubs
19,10,28,301,15,47,0.310000002,0.795186924,-9,396.7727661,179.011673,-58.77048387,0.225699991,0.5875,1,4.376087666,146.2663944,10,280.2649536,2,11,0,84.09999847,10044,9,ADJ,NoSubs
19,10,28,301,14,54,0.289999992,0.833161001,-9,396.316864,178.9911041,-41.78204742,0.225699991,0.76056338,1,4.064115524,140.4906942,10,279.6316223,2,11,0.002,87.5,10046,9,ADJ,NoSubs
19,10,28,301,13,30,0.269999981,0.677247499,-9,381.9906311,178.993103,-60.51202548,0.225699991,0.681818182,1,3.81528163,134.3849545,10,278.7844238,2,11,0.002,89.59999847,10047,10,ADJ,NoSubs
19,10,28,301,12,20,0.25999999,0.582297517,-9,362.9107971,178.9607086,-80.76535012,0.225699991,0.689655172,1,3.753041029,136.0899627,10,277.7997437,2,11,0.006,92,10044,9,ADJ,NoSubs
19,10,28,301,11,17,0.229999989,0.534944639,-9,330.2423706,179.0046997,-65.61901868,0.225699991,0.739130435,1,3.129701376,135.3229148,10,277.135376,2,11,0.018000001,92.90000153,10041,9,ADJ,NoSubs
19,10,28,301,10,14,0.209999993,0.464225038,-9,261.6455688,179.0391846,-60.55159061,0.225699991,0.666666667,1,3.000744343,121.3653517,10,276.6893921,2,11,0.02,92.59999847,10034,10,ADJ,NoSubs
19,10,28,301,9,0,0.089999996,0.148282942,-9,238.2151489,179.0896759,-133.1567769,0.225699991,0,1,1.375540376,98.8313285,10,276.0594177,2,11,0.004,93.80000305,10028,5,ADJ,NoSubs
19,10,28,301,8,0,0.049999997,0.140697544,-9,203.3390656,179.1288452,-22.81451386,0.225699991,0,1,0.878327429,43.8009584,10,275.8468628,2,11,0.014,93.09999847,10020,7,ADJ,NoSubs
19,10,28,301,7,0,0.07,0.137717136,-9,190.6416016,179.1383667,-62.58753782,0.225699991,0,1,1.189430714,79.83156386,10,275.7785645,2,11,0,93.40000153,10013,9,ADJ,NoSubs
19,10,28,301,6,0,0.049999997,0.141073738,-9,204.8503723,178.7269287,-22.80069988,0.225699991,0,1,1.001353502,70.60389512,10,275.6798401,2,11,0,93.5,10005,9,ADJ,NoSubs
19,10,28,301,5,0,0.140000001,0.152966051,-9,261.0563354,178.7635345,-500.3491861,0.225699991,0,1,2.067643642,91.0669687,10,275.5851746,2,11,0.01,93.59999847,9995,9,ADJ,NoSubs
19,10,28,301,4,1,0.179999992,0.187181769,-9,238.8894348,178.7815552,-531.0846767,0.225699991,0.111111111,1,2.565512896,100.4126001,10,275.2599792,2,11,0.049999997,94.20000458,9994,9,ADJ,NoSubs
19,10,28,301,3,2,0.219999999,0.236666425,-9,241.4227905,178.8491669,-484.8153465,0.225699991,0.2,1,3.127541542,95.32254429,10,275.2549133,2,11,0.48999998,91.90000153,9989,10,ADJ,NoSubs
19,10,28,301,2,3,0.209999993,0.274169494,-9,250.1144409,3113.416504,-280.9824719,0.225699991,0.3,1,3.06363678,91.40861949,10,275.1309204,2,11,0.74000001,93.20000458,9987,10,ADJ,NoSubs
